Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Renewal,Premium (3yrs),Recommended Insurance,Page_Visits_Health,Page_Visits_Auto,Page_Visits_Home,Page_Visits_Life,Time_Spent_Health,Time_Spent_Auto
93016,637,Jessica Garcia,+1-944-964-1109x0218,qshepard@example.net,61,Male,Single,4,West Emma,Fitness centre manager,0,Accident,56,10,Health Insurance C,Full,2024-09-25,3749,Accident Insurance,17,9,2,3,43,119
23806,120,Andrea Phillips,216.790.2121x31564,paulferguson@example.org,65,Female,Married,0,Stoneburgh,Advertising art director,2,Natural Disaster,82,8,Life Insurance D,Full,2025-02-03,1651,Hospital indemnity insurance,18,9,3,9,2,94
58359,774,Tiffany Mcneil,001-539-725-3495x1888,angela49@example.com,24,Female,Married,0,East Beth,Newspaper journalist,3,Theft,35,10,Home Insurance A,Full,2024-10-06,1900,Health Insurance,1,19,4,12,85,10
16965,945,Kimberly Conner,001-712-693-1682x08752,becknicholas@example.com,34,Female,Single,1,Lake Karen,Clinical cytogeneticist,0,Natural Disaster,88,9,Auto Insurance B,Full,2026-03-09,3556,Health Insurance,11,4,16,3,72,103
42079,344,Timothy Tucker,608-595-5722x690,douglasvasquez@example.net,41,Male,Married,5,South Susanburgh,Psychiatric nurse,3,Accident,66,5,Life Insurance D,Full,2026-06-26,2841,Life Insurance,15,5,17,11,59,14
14878,113,Amanda Palmer,(372)683-9309,michaeljones@example.org,57,Male,Single,2,Michellefurt,Logistics and distribution manager,0,Theft,59,6,Health Insurance C,Full,2025-12-10,4933,Vision Insurance,9,8,19,10,77,1
97743,329,Yvonne Ryan,+1-569-836-7715x3785,mark64@example.com,37,Female,Married,3,West Sarahburgh,Educational psychologist,0,Natural Disaster,73,7,Home Insurance A,Full,2025-01-24,3283,Critical illness Insurance,16,8,10,14,118,37
16930,777,Christopher Howard,418.542.5876x306,iwolfe@example.com,69,Female,Married,0,East Loretta,Architectural technologist,0,Natural Disaster,27,6,Auto Insurance B,Partial,2025-06-08,3145,Vision Insurance,7,10,7,6,89,23
24195,609,Adam Quinn,729-781-4367x2218,milleranna@example.net,61,Male,Single,0,North Christine,Information systems manager,1,Accident,26,8,Life Insurance D,Partial,2025-11-23,2123,Health Insurance,3,12,20,13,6,23
62611,663,Daniel Reynolds,+1-780-637-0129x17097,sarahbarry@example.com,37,Female,Married,0,Jessicashire,Quality manager,3,Natural Disaster,37,5,Health Insurance C,Partial,2024-08-14,1418,Vision Insurance,20,9,17,10,65,26
79821,953,Samantha Mcgee,616.962.8418x101,martinezjulia@example.com,49,Female,Married,1,East Amyton,Structural engineer,1,Theft,66,8,Home Insurance A,Full,2024-10-12,1414,Critical illness Insurance,5,9,10,9,37,77
64114,783,Roger Maddox,274-200-3563x0619,dyang@example.com,54,Female,Single,1,Jillianmouth,Electronics engineer,0,Natural Disaster,68,2,Life Insurance D,Partial,2026-06-21,1121,Vision Insurance,2,7,2,11,98,58
11219,629,Jordan Moore DDS,946-501-6082x923,zachary55@example.com,67,Male,Single,3,South Robert,"Scientist, biomedical",1,Accident,54,5,Life Insurance D,Full,2026-01-15,3176,Life Insurance,7,17,18,6,31,72
60606,585,Wayne Cruz,(506)529-8402x49049,patrick87@example.org,70,Female,Single,4,South Renee,Gaffer,2,Natural Disaster,9,5,Home Insurance A,Partial,2025-02-24,3369,Vision Insurance,1,0,5,12,103,7
43484,564,Michelle Lopez,9856324828,josescott@example.com,28,Female,Single,0,Lake Kathychester,"Therapist, drama",1,Accident,21,0,Life Insurance D,Partial,2025-06-05,4921,Health Insurance,0,4,17,10,26,87
99401,610,William Calhoun,921-928-8050,dingram@example.org,23,Female,Single,4,Kevinmouth,"Psychologist, forensic",1,Natural Disaster,11,1,Home Insurance A,Full,2026-05-31,4350,Hospital indemnity insurance,2,16,3,8,109,99
68200,915,Natalie Anderson,+1-331-844-5982,howard50@example.org,62,Female,Married,3,Davisfort,"Administrator, charities/voluntary organisations",0,Theft,90,7,Health Insurance C,Partial,2025-10-13,2317,Disability Insurance,17,18,20,12,33,11
79390,237,Roy Sanford,538-671-2598x0048,ygutierrez@example.net,56,Male,Single,4,Matthewfort,"Buyer, retail",3,Theft,17,1,Life Insurance D,Full,2025-05-02,2302,Accident Insurance,11,1,16,12,94,107
43322,539,Victoria Stewart,+1-914-608-7267x970,amandawilliamson@example.org,34,Male,Single,0,Paulhaven,"Scientist, research (maths)",2,Accident,90,9,Auto Insurance B,Partial,2026-06-26,1760,Life Insurance,16,10,20,14,69,61
19603,574,Heidi Ramos,9724292619,chad43@example.org,60,Male,Married,5,South Laurenbury,"Solicitor, Scotland",3,Theft,31,7,Home Insurance A,Full,2025-05-27,3678,Accident Insurance,16,13,2,4,62,75
32184,429,Anthony Ellis,(344)989-9755,fitzpatrickalexis@example.com,52,Male,Married,3,South Raymondton,Building services engineer,3,Natural Disaster,50,7,Life Insurance D,Partial,2024-11-15,1738,Accident Insurance,18,9,13,6,95,10
31374,642,Nathan Frazier,+1-307-461-8670x96934,tonyandrade@example.org,35,Male,Single,3,Jacquelineview,Police officer,1,Theft,2,0,Auto Insurance B,Partial,2025-04-06,1157,Vision Insurance,13,5,13,1,105,19
79918,409,Jacob Valencia,+1-809-411-9797x26517,kimberlyburns@example.org,18,Female,Single,4,West Larry,Astronomer,3,Accident,34,5,Health Insurance C,Partial,2025-08-30,4621,Disability Insurance,17,17,5,12,69,101
96609,386,Leonard Ward,263.383.4896x8210,davistaylor@example.net,35,Female,Single,2,Cynthiafurt,Museum/gallery curator,0,Natural Disaster,60,0,Auto Insurance B,Full,2026-05-20,3321,Dental Insurance,4,16,20,5,117,118
67198,312,Peter Pearson,(325)501-9311,uzuniga@example.com,69,Female,Married,1,East Anthonyborough,Clinical cytogeneticist,3,Theft,41,0,Home Insurance A,Partial,2025-11-06,3588,Dental Insurance,14,20,6,1,63,12
71311,737,Dustin Cole,4922716572,maloneleroy@example.org,22,Female,Single,1,Lake Christina,"Education officer, environmental",3,Natural Disaster,88,1,Home Insurance A,Full,2026-06-05,1937,Accident Insurance,1,15,17,14,110,28
84101,337,Brian Harrington,(381)398-7895,john49@example.com,62,Female,Single,0,Pearsonview,Technical author,3,Theft,6,7,Auto Insurance B,Full,2025-08-25,3582,Hospital indemnity insurance,4,20,12,13,97,27
64285,532,Kyle Lyons,444.999.8182,alexis30@example.net,34,Female,Married,0,Danielbury,Estate agent,1,Natural Disaster,74,1,Life Insurance D,Full,2025-11-18,2882,Accident Insurance,14,5,6,3,103,106
48124,554,James Armstrong,001-927-237-4210x9518,urobertson@example.net,27,Female,Single,1,Clarkstad,Haematologist,0,Theft,97,0,Health Insurance C,Partial,2026-02-06,3405,Life Insurance,7,18,6,3,56,65
82219,148,Madison Cantu,(804)503-0505,mmontgomery@example.com,18,Female,Single,2,Barnettchester,Estate agent,3,Accident,82,7,Life Insurance D,Full,2025-05-06,2220,Hospital indemnity insurance,13,19,2,10,36,39
77730,164,Rebecca Wilson,(687)280-0442,wgray@example.com,58,Male,Married,0,Lake Richardstad,"Engineer, maintenance",3,Accident,21,7,Health Insurance C,Partial,2024-12-30,2231,Vision Insurance,10,9,20,13,31,81
15010,984,Mary Newton,779-983-2488x113,jonesrichard@example.com,50,Male,Married,3,East Kevinchester,"Designer, blown glass/stained glass",0,Theft,54,7,Life Insurance D,Full,2024-07-26,2924,Hospital indemnity insurance,4,2,15,6,59,69
79440,963,Nichole Nguyen,697.723.0966x073,jordandonald@example.com,18,Male,Single,5,East Rachaelview,"Programme researcher, broadcasting/film/video",2,Accident,42,5,Auto Insurance B,Partial,2025-08-21,3500,Accident Insurance,4,15,11,16,7,41
21763,965,Audrey Bautista,622.673.7304,uking@example.net,41,Female,Single,5,North Katie,"Psychotherapist, child",0,Natural Disaster,36,7,Health Insurance C,Full,2025-03-01,1237,Health Insurance,13,9,11,11,42,101
66552,309,Amanda Sandoval,654-210-6313x20167,wattsmichael@example.com,70,Female,Single,2,Archertown,Paediatric nurse,3,Natural Disaster,93,7,Home Insurance A,Full,2025-10-24,1097,Vision Insurance,1,2,6,11,90,66
20142,989,Dr. Benjamin White,(677)618-4700,icoleman@example.org,53,Male,Married,2,West Robert,"Surveyor, mining",0,Natural Disaster,72,9,Health Insurance C,Partial,2024-07-16,4250,Life Insurance,20,3,8,9,59,106
16490,872,Kimberly Ellis,001-452-724-1039x13184,proberts@example.org,48,Female,Married,4,New Darrell,Animal nutritionist,2,Natural Disaster,75,0,Home Insurance A,Full,2026-03-15,4406,Life Insurance,1,8,18,6,16,54
71170,423,Anthony Williams,(868)623-8082x432,wcarter@example.org,20,Female,Single,1,Port Brendabury,Quality manager,2,Natural Disaster,69,3,Home Insurance A,Partial,2025-07-23,4352,Health Insurance,14,9,4,19,13,43
80441,995,Crystal Maxwell,001-821-252-5441x0699,woodsdennis@example.com,24,Female,Married,5,Robbinstown,Equality and diversity officer,0,Theft,22,8,Life Insurance D,Full,2025-08-26,1396,Accident Insurance,16,20,18,0,19,112
45116,906,Calvin Roberts,(502)398-2337x76263,riverarebecca@example.net,64,Male,Married,1,Samanthachester,Metallurgist,3,Accident,43,3,Home Insurance A,Partial,2025-12-10,2066,Health Insurance,3,20,12,9,18,27
20430,641,James Montgomery,001-759-262-4606x136,ponceadam@example.org,48,Male,Married,4,Davidmouth,Armed forces training and education officer,0,Accident,6,7,Health Insurance C,Partial,2025-04-27,3041,Critical illness Insurance,3,13,20,3,111,84
46104,130,Kelsey Grimes,9096994039,staceywilliams@example.net,27,Male,Married,1,Jenniferburgh,Transport planner,0,Natural Disaster,92,1,Auto Insurance B,Full,2026-02-21,3339,Life Insurance,8,16,19,10,96,65
16092,962,Christopher Gonzalez,(480)214-1953,rosekathy@example.org,60,Female,Single,0,Richardhaven,Minerals surveyor,0,Natural Disaster,21,4,Home Insurance A,Partial,2025-10-16,4083,Hospital indemnity insurance,5,18,1,1,54,32
22051,544,Ann Gibson,371.292.3023x0556,gadams@example.net,40,Female,Single,3,North Chadtown,Tourism officer,2,Natural Disaster,84,1,Health Insurance C,Partial,2025-03-20,2588,Health Insurance,13,5,2,16,100,45
71328,113,Catherine Smith,001-344-514-1674,jsmith@example.net,69,Male,Single,5,New Stacy,Therapeutic radiographer,1,Accident,94,7,Health Insurance C,Partial,2025-07-29,2265,Health Insurance,20,18,3,20,70,16
43501,976,Leon Anthony,(876)297-8508,ujackson@example.net,34,Male,Married,3,Port Richard,Marketing executive,1,Natural Disaster,15,9,Health Insurance C,Full,2025-02-16,3728,Vision Insurance,9,15,6,0,106,98
45056,571,Sarah Conley,609-302-0888,sarah72@example.org,50,Male,Married,4,South Lynnport,Midwife,0,Accident,55,3,Health Insurance C,Full,2024-11-18,4461,Critical illness Insurance,0,7,20,0,59,47
56088,856,Lisa Osborne,(788)522-6983x700,melanievalencia@example.org,58,Female,Single,2,East Jason,"Engineer, automotive",1,Accident,74,9,Health Insurance C,Full,2025-04-04,4347,Hospital indemnity insurance,10,13,1,13,87,37
89036,382,Elizabeth Lawrence,(692)749-5385x3935,david66@example.com,64,Female,Married,4,South Richard,Immigration officer,0,Accident,70,6,Life Insurance D,Full,2025-03-17,4753,Vision Insurance,13,13,8,4,75,111
88827,299,Dylan Davis,530.500.0693x50843,pmcclure@example.com,43,Male,Single,4,West Michaelview,Financial planner,1,Accident,76,9,Life Insurance D,Full,2026-05-29,2616,Accident Insurance,19,1,14,8,93,24
92030,535,Alexandra Yoder,545.706.3334x78063,hamiltonsarah@example.com,34,Male,Single,1,Matatown,Claims inspector/assessor,3,Theft,4,6,Health Insurance C,Full,2025-10-16,4571,Health Insurance,0,8,5,14,107,57
93527,496,Kimberly Morris,(389)408-0779,snowsteven@example.com,50,Male,Married,1,East Nicoleshire,Bookseller,1,Theft,52,7,Auto Insurance B,Full,2024-08-25,3672,Critical illness Insurance,0,20,13,15,94,68
68627,594,Kathleen Taylor,(324)683-5695,dennis26@example.org,67,Female,Single,0,Davisville,"Education officer, community",1,Accident,17,7,Auto Insurance B,Partial,2026-06-29,4260,Hospital indemnity insurance,13,19,17,2,109,113
15566,915,Michael Fischer,(743)297-9125,miguel25@example.org,36,Male,Married,3,Jillianbury,Ship broker,0,Natural Disaster,83,9,Auto Insurance B,Partial,2026-03-11,3416,Life Insurance,3,4,3,16,4,42
98612,858,Katie Pham,001-536-694-4570,jphelps@example.net,47,Male,Single,1,West Julia,Animal technologist,3,Theft,57,1,Life Insurance D,Full,2026-05-10,4130,Accident Insurance,8,14,4,9,40,15
13475,382,Bruce Meyer,627.403.9794x44380,hensonjason@example.org,20,Male,Single,3,Timothyport,Retail manager,1,Theft,11,10,Health Insurance C,Full,2025-02-13,3982,Hospital indemnity insurance,11,2,1,11,45,84
29848,253,Erika Baxter,567.562.1126x67634,michaelrodriguez@example.net,49,Female,Married,2,Port Kimberly,Lawyer,3,Natural Disaster,64,10,Auto Insurance B,Partial,2025-01-08,3272,Accident Insurance,17,18,14,2,77,90
96999,485,Leon Young,9402379509,jamesjeffrey@example.org,25,Male,Married,0,South Michelleside,Statistician,1,Theft,36,9,Life Insurance D,Full,2025-04-10,1856,Accident Insurance,13,19,3,19,45,27
39614,323,Bradley Perry,(793)204-9565x4993,wallslisa@example.com,24,Male,Married,3,Port Amanda,Immigration officer,3,Accident,98,6,Auto Insurance B,Partial,2024-09-12,2340,Hospital indemnity insurance,8,11,16,20,30,62
60497,678,Stephen Bernard,001-492-896-4736x057,jason64@example.org,68,Female,Single,5,West John,Analytical chemist,2,Accident,69,5,Home Insurance A,Partial,2025-03-01,4625,Vision Insurance,4,1,16,11,94,21
12533,658,Jessica Cannon,001-560-285-9270x8706,perezjoshua@example.net,65,Male,Married,2,South John,"Administrator, arts",2,Theft,3,4,Health Insurance C,Full,2024-10-25,3568,Vision Insurance,7,13,4,9,48,26
55199,358,Amy Lutz,619.881.4084x18569,kjones@example.com,20,Male,Married,4,Danielside,"Investment banker, operational",3,Natural Disaster,88,1,Health Insurance C,Partial,2025-12-11,3758,Health Insurance,12,15,1,5,44,116
50002,740,Brittney Wall,7537427312,andradegregory@example.org,66,Female,Single,5,West Lisaport,Database administrator,0,Accident,60,0,Life Insurance D,Full,2025-05-01,3310,Dental Insurance,1,15,0,9,59,37
24157,168,Steven Barnes,001-970-678-1673x0367,juan15@example.org,58,Female,Single,4,Michaelberg,"Administrator, charities/voluntary organisations",3,Theft,0,9,Auto Insurance B,Partial,2025-11-13,2046,Life Insurance,15,19,7,13,32,70
99941,809,Jessica Contreras,+1-255-422-0842x691,sarah40@example.net,26,Male,Single,5,West Michael,Information officer,1,Natural Disaster,39,7,Health Insurance C,Full,2025-08-09,3494,Life Insurance,5,14,19,11,10,88
80183,289,Barbara Murray,699.381.0390x9434,cbarajas@example.org,27,Male,Single,4,Matthewsside,Clinical psychologist,1,Natural Disaster,90,1,Health Insurance C,Full,2026-04-09,4173,Life Insurance,13,14,1,16,16,57
84686,415,Elizabeth Willis,(528)345-1931x07739,emily47@example.org,64,Male,Single,2,West Ryantown,Photographer,1,Natural Disaster,62,6,Home Insurance A,Full,2024-07-25,1783,Accident Insurance,1,2,4,0,61,85
40897,164,Shawn Hernandez,001-331-225-2604x39917,harrisjoshua@example.org,36,Male,Married,3,Michaelchester,Counsellor,0,Natural Disaster,38,1,Home Insurance A,Full,2025-08-28,4022,Life Insurance,10,17,10,5,4,79
26659,826,Kayla Johnson,(774)216-7457,briancannon@example.com,36,Male,Single,5,Kennethburgh,Ophthalmologist,3,Theft,18,10,Home Insurance A,Partial,2025-09-14,3207,Health Insurance,18,2,5,2,86,6
53485,146,Colleen Odonnell,(323)756-3327,obriggs@example.com,26,Male,Married,0,West Michaelchester,Public house manager,0,Natural Disaster,28,10,Home Insurance A,Partial,2025-07-27,4950,Hospital indemnity insurance,8,10,5,8,95,116
18150,131,Alyssa Patterson,806-621-5917,catherine84@example.org,20,Female,Single,4,Mirandaburgh,Legal secretary,0,Natural Disaster,58,5,Health Insurance C,Partial,2025-09-20,4658,Critical illness Insurance,11,10,3,5,2,8
59074,555,Whitney Cruz,+1-349-918-4553x412,munozcathy@example.com,45,Female,Single,2,Shariburgh,"Engineer, aeronautical",2,Theft,91,6,Home Insurance A,Partial,2025-04-19,2934,Hospital indemnity insurance,13,3,14,5,53,30
71978,673,Lynn Hernandez,346.263.3526x17432,bchristensen@example.com,18,Male,Married,0,Brockton,"Therapist, occupational",2,Natural Disaster,85,8,Auto Insurance B,Partial,2025-06-14,3863,Dental Insurance,4,17,14,17,117,30
26294,606,Michele Lynn,001-666-501-0346,daisy80@example.com,53,Male,Single,3,Port Kelsey,Intelligence analyst,1,Natural Disaster,16,9,Home Insurance A,Full,2025-04-19,1155,Hospital indemnity insurance,11,5,15,17,35,43
30050,931,Jordan Lee,204.825.5776x44664,frederick27@example.net,57,Female,Married,1,West Michael,Aeronautical engineer,2,Natural Disaster,5,8,Health Insurance C,Partial,2025-02-20,3214,Dental Insurance,12,1,20,16,51,85
17858,328,Charles Lucero,001-827-988-4760x3777,melissa39@example.com,32,Female,Married,4,Lake Michele,Software engineer,0,Accident,99,4,Home Insurance A,Full,2026-04-26,3980,Vision Insurance,10,6,5,3,54,63
35306,931,Ashley Wolf,(474)357-9138,mcknightchristina@example.org,32,Female,Married,3,New Rachel,Physiological scientist,1,Natural Disaster,79,5,Health Insurance C,Partial,2025-06-26,2243,Vision Insurance,1,17,19,19,14,61
29233,523,James Jones,932.373.5744x36542,meghan90@example.com,66,Male,Married,5,South Mariaton,"Scientist, research (physical sciences)",2,Accident,19,5,Auto Insurance B,Full,2024-11-05,1083,Accident Insurance,3,10,10,9,28,56
66376,495,Julie Johnson,991.955.2081x6664,larryrogers@example.net,43,Male,Single,1,New Sarahtown,"Investment banker, operational",1,Theft,33,9,Auto Insurance B,Partial,2025-07-31,1222,Critical illness Insurance,20,18,2,12,74,91
11652,963,Leslie Allen,719-864-1737x318,spencerscott@example.com,41,Female,Single,2,Mitchellborough,Building services engineer,0,Theft,78,2,Auto Insurance B,Partial,2024-11-20,4672,Hospital indemnity insurance,17,5,0,6,78,61
71332,114,Justin Velazquez,(660)652-9190x818,wsuarez@example.com,33,Male,Single,1,South Christophershire,Tourist information centre manager,2,Natural Disaster,4,3,Life Insurance D,Full,2025-05-17,3806,Disability Insurance,0,12,20,9,12,33
47376,138,Joshua Fisher,950.482.8842,xhenderson@example.com,53,Female,Single,5,Lake Paul,"Programmer, applications",1,Theft,6,8,Health Insurance C,Full,2024-08-16,3805,Critical illness Insurance,14,16,10,6,115,88
46707,250,Scott Carter,223.695.0427,michael02@example.org,39,Male,Married,0,Nguyenmouth,Clinical psychologist,3,Accident,5,1,Life Insurance D,Partial,2024-09-17,3385,Disability Insurance,19,8,14,14,65,56
51912,174,Juan Middleton,001-685-298-2865x92591,paulamiller@example.net,44,Male,Single,3,East Brian,IT technical support officer,1,Theft,70,4,Health Insurance C,Full,2025-05-11,4580,Health Insurance,12,11,3,5,102,64
14942,231,Autumn Mendoza,(922)687-5002,michelle48@example.net,35,Male,Single,3,Port Mark,Higher education careers adviser,1,Natural Disaster,0,5,Home Insurance A,Partial,2024-09-23,1919,Health Insurance,4,10,13,15,97,6
85353,987,Kevin Powell,+1-245-202-9599x44244,vpowell@example.net,53,Male,Single,0,Lake Jamesborough,"Psychologist, sport and exercise",0,Theft,6,5,Health Insurance C,Full,2026-01-22,1546,Critical illness Insurance,20,10,12,20,82,27
57658,156,Sarah Robinson,(343)948-0045,salazarjames@example.org,29,Female,Single,4,South David,Telecommunications researcher,1,Accident,49,6,Health Insurance C,Full,2025-04-12,2462,Life Insurance,0,7,5,0,38,112
34709,761,Seth Cabrera,677-266-9783,robertbarnes@example.com,36,Female,Married,0,Markmouth,Structural engineer,0,Theft,11,9,Health Insurance C,Full,2024-10-29,1344,Critical illness Insurance,8,13,5,20,91,3
99307,298,Bailey Wang,+1-249-364-9272x05608,trujillodennis@example.net,59,Male,Single,2,Hernandezton,Field seismologist,0,Natural Disaster,36,6,Health Insurance C,Full,2024-07-20,4728,Disability Insurance,18,6,1,5,68,75
82014,782,James Mitchell,873.903.5314x1463,kabbott@example.com,20,Male,Single,5,Russellland,Fine artist,3,Accident,36,10,Life Insurance D,Partial,2025-12-11,4779,Life Insurance,9,6,12,8,84,49
24837,591,Jordan Gonzalez,826-368-3734,gonzalezsarah@example.net,47,Male,Married,5,West Tyler,Careers information officer,3,Accident,91,6,Life Insurance D,Full,2025-12-14,3635,Health Insurance,11,18,0,2,31,64
22063,857,Gregory Cunningham,001-775-246-9182x56980,berryraymond@example.org,66,Female,Single,5,East Gavinburgh,Environmental manager,0,Accident,73,8,Auto Insurance B,Full,2025-10-16,1755,Vision Insurance,20,0,4,9,37,98
62521,143,Emily Harding,(306)223-1220x6899,yatesmaria@example.org,31,Male,Married,4,North Gabrielfurt,"Buyer, retail",3,Natural Disaster,16,10,Health Insurance C,Partial,2024-09-29,1275,Dental Insurance,8,17,6,12,93,99
84537,889,Katherine Williams,830-858-8923,whitekrystal@example.com,59,Female,Single,0,Port Danaside,Retail buyer,3,Accident,86,2,Auto Insurance B,Full,2025-04-14,4456,Accident Insurance,20,19,7,10,43,58
72997,651,Matthew Lee,960-270-3532,vgrant@example.com,51,Female,Married,4,Port Brianfort,Ergonomist,2,Natural Disaster,26,4,Home Insurance A,Full,2024-07-06,4500,Disability Insurance,20,15,9,1,78,0
71440,180,Donald Garcia,795-293-0996,cliffordsmith@example.org,44,Female,Single,4,North Hannahfurt,Visual merchandiser,3,Theft,6,5,Life Insurance D,Full,2025-12-31,4580,Vision Insurance,14,2,17,8,117,87
39082,513,Anne Miller,288.331.4706,brenda32@example.net,62,Female,Married,0,New Colleen,Systems developer,1,Natural Disaster,82,7,Home Insurance A,Partial,2024-12-16,2801,Hospital indemnity insurance,0,18,10,16,86,111
50442,493,Chad Jones,001-312-569-6188x22896,brandibailey@example.net,69,Male,Married,4,South Crystal,"Editor, magazine features",1,Theft,95,4,Auto Insurance B,Full,2026-04-19,1437,Critical illness Insurance,2,13,5,15,71,106
72843,673,Mindy Clark,(695)502-8307,qhubbard@example.com,61,Female,Married,5,North Melissa,"Engineer, maintenance (IT)",1,Theft,18,4,Home Insurance A,Partial,2026-02-17,1272,Accident Insurance,12,8,12,8,23,68
48699,371,Michael Horn,(805)844-6060x4066,patrick83@example.net,34,Male,Single,1,Dominguezview,Water engineer,0,Natural Disaster,70,10,Auto Insurance B,Partial,2026-06-25,1465,Hospital indemnity insurance,15,2,20,5,88,82
42374,829,Kenneth Hayden,+1-799-424-5042x52139,josephewing@example.net,61,Male,Single,0,Saraberg,Chief Financial Officer,2,Theft,22,6,Auto Insurance B,Partial,2025-03-07,2789,Critical illness Insurance,10,16,6,11,2,95
39893,975,Mario Taylor,339.340.3673,thompsonheather@example.com,59,Male,Married,5,Port Alexland,"Education officer, community",3,Natural Disaster,77,3,Health Insurance C,Partial,2026-04-13,4076,Critical illness Insurance,5,1,17,6,88,88
91424,931,Joseph Adkins,637-776-1784,sierrasmith@example.net,34,Female,Married,5,East Holly,"Lecturer, higher education",0,Theft,41,8,Health Insurance C,Full,2025-06-30,2100,Critical illness Insurance,12,5,19,15,55,0
96631,509,Kelly Martinez,(547)681-9708,colemanjames@example.net,50,Female,Married,1,Russellburgh,"Scientist, research (life sciences)",3,Accident,55,10,Home Insurance A,Partial,2025-12-29,2350,Accident Insurance,16,7,12,18,90,100
51681,741,Alexander Lang,+1-440-416-5687x667,kelsey27@example.com,54,Female,Single,3,East Isabelchester,"Nurse, learning disability",3,Theft,15,8,Health Insurance C,Partial,2024-11-10,2125,Vision Insurance,20,9,12,0,3,41
30124,348,Michael Nunez,(626)776-9335x485,spearskatherine@example.com,61,Female,Married,2,Seanchester,"Engineer, control and instrumentation",0,Accident,77,0,Life Insurance D,Full,2025-04-10,1843,Vision Insurance,19,13,8,7,65,21
54098,547,Heidi Jones,+1-729-681-4254,brianfoster@example.com,31,Female,Single,3,East Kayla,Retail manager,1,Accident,26,0,Home Insurance A,Partial,2024-08-08,4671,Disability Insurance,0,13,1,0,75,104
27202,430,David Young,6014256362,kingdenise@example.com,32,Female,Single,0,Lake Carrieburgh,"Pilot, airline",3,Theft,31,7,Auto Insurance B,Partial,2024-11-18,2912,Disability Insurance,6,11,12,14,36,37
15266,937,Wendy Blanchard,266-674-3373x6263,taylor45@example.com,65,Female,Married,5,Jimenezberg,Surgeon,3,Theft,12,8,Health Insurance C,Partial,2024-07-05,3759,Hospital indemnity insurance,17,4,7,20,37,118
30851,945,Ashlee Torres,(995)700-8755,amberreynolds@example.org,46,Male,Single,3,Port Henry,Insurance account manager,0,Natural Disaster,56,6,Home Insurance A,Full,2025-09-28,2238,Disability Insurance,15,9,0,12,120,39
89102,103,James Blair,(879)754-3179x364,mclaughlinjeffery@example.net,27,Male,Single,3,Martinezmouth,Scientific laboratory technician,3,Accident,1,1,Health Insurance C,Partial,2025-10-30,3740,Critical illness Insurance,11,17,8,18,50,53
61076,945,Katherine Franklin,952-985-6935x482,hensonmelinda@example.net,51,Male,Married,2,Thompsonland,"Surveyor, insurance",2,Theft,90,1,Home Insurance A,Full,2025-09-01,1693,Vision Insurance,6,20,1,10,26,55
85065,750,Michael Weiss,(807)772-2440x49382,warrencurtis@example.com,29,Female,Married,4,New Jennifer,Lawyer,3,Natural Disaster,82,7,Health Insurance C,Full,2025-05-01,1456,Vision Insurance,8,3,17,1,51,71
82083,478,Laura Harris,+1-940-428-1595,ann59@example.org,42,Male,Married,4,Tanyafurt,Event organiser,1,Natural Disaster,56,1,Life Insurance D,Full,2024-09-27,3866,Life Insurance,18,18,18,7,12,46
20689,279,Sherry Solomon,514.436.7936,fanderson@example.com,39,Female,Single,5,Dawsonhaven,"Designer, industrial/product",0,Accident,99,4,Health Insurance C,Full,2025-09-14,2294,Hospital indemnity insurance,11,5,0,19,56,8
51553,263,Matthew Little,8635866207,kyle97@example.com,56,Female,Single,2,Lake Kenneth,Secondary school teacher,1,Natural Disaster,43,4,Life Insurance D,Partial,2025-04-28,4879,Disability Insurance,13,8,0,2,89,16
19216,857,Taylor Duran,789.609.4976x86026,andrewhughes@example.net,40,Male,Married,5,Mikemouth,"Conservation officer, nature",0,Theft,100,10,Auto Insurance B,Partial,2024-09-05,3343,Accident Insurance,20,6,18,4,117,79
70375,674,Lauren Waters,(956)337-0599,rodriguezchristina@example.org,38,Female,Married,1,Karenmouth,Sport and exercise psychologist,2,Natural Disaster,65,3,Home Insurance A,Full,2025-12-31,4370,Critical illness Insurance,9,9,8,19,22,104
38651,904,Cynthia Sandoval,+1-315-849-9198,cmoore@example.net,70,Female,Single,5,Aprilview,Museum/gallery exhibitions officer,2,Theft,94,2,Auto Insurance B,Full,2025-03-11,3553,Accident Insurance,12,12,4,19,40,49
93855,453,William Macias,+1-955-714-5674x278,kcook@example.net,26,Female,Single,3,New Patricia,"Therapist, sports",0,Natural Disaster,27,0,Home Insurance A,Partial,2025-05-05,2029,Health Insurance,15,17,12,4,2,9
57651,999,Victoria Silva,(359)814-0910x59034,louissmith@example.com,36,Female,Single,1,South Johnnytown,Fast food restaurant manager,0,Natural Disaster,99,7,Health Insurance C,Partial,2024-08-08,4754,Life Insurance,2,5,15,20,35,50
52663,323,Juan Cochran III,648-739-4197,jamesjacobs@example.org,28,Male,Married,2,Dianaberg,"Therapist, art",3,Natural Disaster,69,10,Home Insurance A,Partial,2026-02-08,3984,Dental Insurance,0,20,17,9,98,110
